gene_id	pretty_id
lcl|NW_015622506.1_cds_XP_016225171.1_5363	gene-IR01_04878
lcl|NW_015622506.1_cds_XP_016225173.1_5364	gene-IR01_04879
lcl|NW_015622506.1_cds_XP_016225174.1_5365	gene-IR01_04880
lcl|NW_015622506.1_cds_XP_016225175.1_5366	gene-IR01_04881
lcl|NW_015622506.1_cds_XP_016225177.1_5368	gene-IR01_04882
lcl|NW_015622506.1_cds_XP_016225178.1_5369	gene-IR01_04883
lcl|NW_015622506.1_cds_XP_016225179.1_5370	gene-IR01_04884
lcl|NW_015622506.1_cds_XP_016225180.1_5371	gene-IR01_04885
lcl|NW_015622506.1_cds_XP_016225181.1_5372	gene-IR01_04886
lcl|NW_015622506.1_cds_XP_016225182.1_5373	gene-IR01_04887
lcl|NW_015622506.1_cds_XP_016225183.1_5374	gene-IR01_04888
lcl|NW_015622506.1_cds_XP_016225184.1_5375	gene-IR01_04889
lcl|NW_015622506.1_cds_XP_016225185.1_5376	gene-IR01_04890
lcl|NW_015622506.1_cds_XP_016225186.1_5377	gene-IR01_04891
lcl|NW_015622506.1_cds_XP_016225187.1_5378	gene-IR01_04892
lcl|NW_015622506.1_cds_XP_016225188.1_5379	gene-IR01_04893
lcl|NW_015622506.1_cds_XP_016225189.1_5380	gene-IR01_04894
lcl|NW_015622506.1_cds_XP_016225190.1_5381	gene-IR01_04895
lcl|NW_015622506.1_cds_XP_016225191.1_5382	gene-IR01_04896
lcl|NW_015622506.1_cds_XP_016225192.1_5383	gene-IR01_04897
lcl|NW_015622506.1_cds_XP_016225195.1_5386	gene-IR01_04898
lcl|NW_015622506.1_cds_XP_016225196.1_5387	gene-IR01_04899
lcl|NW_015622506.1_cds_XP_016225197.1_5388	gene-IR01_04900
lcl|NW_015622506.1_cds_XP_016225198.1_5389	gene-IR01_04901
lcl|NW_015622506.1_cds_XP_016225199.1_5390	gene-IR01_04902
lcl|NW_015622506.1_cds_XP_016225200.1_5391	gene-IR01_04903
lcl|NW_015622506.1_cds_XP_016225201.1_5392	gene-IR01_04904
lcl|NW_015622506.1_cds_XP_016225202.1_5393	gene-IR01_04905
lcl|NW_015622506.1_cds_XP_016225203.1_5394	gene-IR01_04906
lcl|NW_015622506.1_cds_XP_016225204.1_5395	gene-IR01_04907
lcl|NW_015622506.1_cds_XP_016225205.1_5396	gene-IR01_04908
lcl|NW_015622506.1_cds_XP_016225206.1_5397	gene-IR01_04909
lcl|NW_015622506.1_cds_XP_016225208.1_5399	gene-IR01_04910
lcl|NW_015622506.1_cds_XP_016225209.1_5400	gene-IR01_04911
lcl|NW_015622506.1_cds_XP_016225210.1_5401	gene-IR01_04912
lcl|NW_015622506.1_cds_XP_016225211.1_5402	gene-IR01_04913
lcl|NW_015622506.1_cds_XP_016225212.1_5403	gene-IR01_04914
lcl|NW_015622506.1_cds_XP_016225213.1_5404	gene-IR01_04915
lcl|NW_015622506.1_cds_XP_016225214.1_5405	gene-IR01_04916
lcl|NW_015622506.1_cds_XP_016225215.1_5406	gene-IR01_04917
lcl|NW_015622506.1_cds_XP_016225217.1_5408	gene-IR01_04918
lcl|NW_015622506.1_cds_XP_016225218.1_5409	gene-IR01_04919
lcl|NW_015622506.1_cds_XP_016225219.1_5410	gene-IR01_04920
lcl|NW_015622506.1_cds_XP_016225220.1_5411	gene-IR01_04921
lcl|NW_015622506.1_cds_XP_016225221.1_5412	gene-IR01_04922
lcl|NW_015622506.1_cds_XP_016225222.1_5413	gene-IR01_04923
lcl|NW_015622506.1_cds_XP_016225223.1_5414	gene-IR01_04924
lcl|NW_015622506.1_cds_XP_016225224.1_5415	gene-IR01_04925
lcl|NW_015622506.1_cds_XP_016225225.1_5416	gene-IR01_04926
lcl|NW_015622506.1_cds_XP_016225226.1_5417	gene-IR01_04927
lcl|NW_015622506.1_cds_XP_016225227.1_5418	gene-IR01_04928
lcl|NW_015622506.1_cds_XP_016225228.1_5419	gene-IR01_04929
lcl|NW_015622506.1_cds_XP_016225229.1_5420	gene-IR01_04930
lcl|NW_015622506.1_cds_XP_016225230.1_5421	gene-IR01_04931
lcl|NW_015622506.1_cds_XP_016225231.1_5422	gene-IR01_04932
lcl|NW_015622506.1_cds_XP_016225232.1_5423	gene-IR01_04933
lcl|NW_015622506.1_cds_XP_016225233.1_5424	gene-IR01_04934
lcl|NW_015622506.1_cds_XP_016225234.1_5425	gene-IR01_04935
lcl|NW_015622506.1_cds_XP_016225235.1_5426	gene-IR01_04936
lcl|NW_015622506.1_cds_XP_016225236.1_5427	gene-IR01_04937
lcl|NW_015622506.1_cds_XP_016225237.1_5428	gene-IR01_04938
lcl|NW_015622506.1_cds_XP_016225238.1_5429	gene-IR01_04939
lcl|NW_015622506.1_cds_XP_016225239.1_5430	gene-IR01_04940
lcl|NW_015622506.1_cds_XP_016225240.1_5431	gene-IR01_04941
lcl|NW_015622506.1_cds_XP_016225242.1_5433	gene-IR01_04942
lcl|NW_015622506.1_cds_XP_016225243.1_5434	gene-IR01_04943
lcl|NW_015622506.1_cds_XP_016225244.1_5435	gene-IR01_04944
lcl|NW_015622506.1_cds_XP_016225245.1_5436	gene-IR01_04945
lcl|NW_015622506.1_cds_XP_016225246.1_5437	gene-IR01_04946
lcl|NW_015622506.1_cds_XP_016225247.1_5438	gene-IR01_04947
lcl|NW_015622506.1_cds_XP_016225248.1_5439	gene-IR01_04948
lcl|NW_015622506.1_cds_XP_016225249.1_5440	gene-IR01_04949
lcl|NW_015622506.1_cds_XP_016225250.1_5441	gene-IR01_04950
lcl|NW_015622506.1_cds_XP_016225251.1_5442	gene-IR01_04951
lcl|NW_015622506.1_cds_XP_016225252.1_5443	gene-IR01_04952
lcl|NW_015622506.1_cds_XP_016225253.1_5444	gene-IR01_04953
lcl|NW_015622506.1_cds_XP_016225254.1_5445	gene-IR01_04954
lcl|NW_015622506.1_cds_XP_016225255.1_5446	gene-IR01_04955
lcl|NW_015622506.1_cds_XP_016225256.1_5447	gene-IR01_04956
lcl|NW_015622506.1_cds_XP_016225257.1_5448	gene-IR01_04957
lcl|NW_015622506.1_cds_XP_016225258.1_5449	gene-IR01_04958
lcl|NW_015622506.1_cds_XP_016225259.1_5450	gene-IR01_04959
lcl|NW_015622506.1_cds_XP_016225260.1_5451	gene-IR01_04960
lcl|NW_015622506.1_cds_XP_016225261.1_5452	gene-IR01_04961
lcl|NW_015622506.1_cds_XP_016225262.1_5453	gene-IR01_04962
lcl|NW_015622506.1_cds_XP_016225263.1_5454	gene-IR01_04963
lcl|NW_015622506.1_cds_XP_016225264.1_5455	gene-IR01_04964
lcl|NW_015622506.1_cds_XP_016225265.1_5456	gene-IR01_04965
lcl|NW_015622506.1_cds_XP_016225266.1_5457	gene-IR01_04966
lcl|NW_015622506.1_cds_XP_016225267.1_5458	gene-IR01_04967
lcl|NW_015622506.1_cds_XP_016225268.1_5459	gene-IR01_04968
lcl|NW_015622506.1_cds_XP_016225269.1_5460	gene-IR01_04969
lcl|NW_015622506.1_cds_XP_016225270.1_5461	gene-IR01_04970
lcl|NW_015622506.1_cds_XP_016225272.1_5463	gene-IR01_04971
lcl|NW_015622506.1_cds_XP_016225273.1_5464	gene-IR01_04972
lcl|NW_015622506.1_cds_XP_016225274.1_5465	gene-IR01_04973
lcl|NW_015622506.1_cds_XP_016225275.1_5466	gene-IR01_04974
lcl|NW_015622506.1_cds_XP_016225276.1_5467	gene-IR01_04975
lcl|NW_015622506.1_cds_XP_016225277.1_5468	gene-IR01_04976
lcl|NW_015622506.1_cds_XP_016225278.1_5469	gene-IR01_04977
lcl|NW_015622506.1_cds_XP_016225279.1_5470	gene-IR01_04978
lcl|NW_015622506.1_cds_XP_016225280.1_5471	gene-IR01_04979
lcl|NW_015622506.1_cds_XP_016225281.1_5472	gene-IR01_04980
lcl|NW_015622506.1_cds_XP_016225282.1_5473	gene-IR01_04981
lcl|NW_015622506.1_cds_XP_016225283.1_5474	gene-IR01_04982
lcl|NW_015622506.1_cds_XP_016225284.1_5475	gene-IR01_04983
lcl|NW_015622506.1_cds_XP_016225285.1_5476	gene-IR01_04984
lcl|NW_015622506.1_cds_XP_016225286.1_5477	gene-IR01_04985
lcl|NW_015622506.1_cds_XP_016225287.1_5478	gene-IR01_04986
lcl|NW_015622506.1_cds_XP_016225288.1_5479	gene-IR01_04987
lcl|NW_015622506.1_cds_XP_016225289.1_5480	gene-IR01_04988
lcl|NW_015622506.1_cds_XP_016225290.1_5481	gene-IR01_04989
lcl|NW_015622506.1_cds_XP_016225291.1_5482	gene-IR01_04990
lcl|NW_015622506.1_cds_XP_016225292.1_5483	gene-IR01_04991
lcl|NW_015622506.1_cds_XP_016225293.1_5484	gene-IR01_04992
lcl|NW_015622506.1_cds_XP_016225294.1_5485	gene-IR01_04993
lcl|NW_015622506.1_cds_XP_016225295.1_5486	gene-IR01_04994
lcl|NW_015622506.1_cds_XP_016225296.1_5487	gene-IR01_04995
lcl|NW_015622506.1_cds_XP_016225297.1_5488	gene-IR01_04996
lcl|NW_015622506.1_cds_XP_016225298.1_5489	gene-IR01_04997
lcl|NW_015622506.1_cds_XP_016225300.1_5491	gene-IR01_04998
lcl|NW_015622506.1_cds_XP_016225301.1_5492	gene-IR01_04999
lcl|NW_015622506.1_cds_XP_016225302.1_5493	gene-IR01_05000
lcl|NW_015622506.1_cds_XP_016225303.1_5494	gene-IR01_05001
lcl|NW_015622506.1_cds_XP_016225304.1_5495	gene-IR01_05002
lcl|NW_015622506.1_cds_XP_016225305.1_5496	gene-IR01_05003
lcl|NW_015622506.1_cds_XP_016225306.1_5497	gene-IR01_05004
lcl|NW_015622506.1_cds_XP_016225307.1_5498	gene-IR01_05005
lcl|NW_015622506.1_cds_XP_016225308.1_5499	gene-IR01_05006
lcl|NW_015622506.1_cds_XP_016225309.1_5500	gene-IR01_05007
lcl|NW_015622506.1_cds_XP_016225310.1_5501	gene-IR01_05008
lcl|NW_015622506.1_cds_XP_016225311.1_5502	gene-IR01_05009
lcl|NW_015622506.1_cds_XP_016225312.1_5503	gene-IR01_05010
lcl|NW_015622506.1_cds_XP_016225313.1_5504	gene-IR01_05011
lcl|NW_015622506.1_cds_XP_016225314.1_5505	gene-IR01_05012
lcl|NW_015622506.1_cds_XP_016225315.1_5506	gene-IR01_05013
lcl|NW_015622506.1_cds_XP_016225316.1_5507	gene-IR01_05014
lcl|NW_015622506.1_cds_XP_016225317.1_5508	gene-IR01_05015
lcl|NW_015622506.1_cds_XP_016225318.1_5509	gene-IR01_05016
lcl|NW_015622506.1_cds_XP_016225319.1_5510	gene-IR01_05017
lcl|NW_015622506.1_cds_XP_016225320.1_5511	gene-IR01_05018
lcl|NW_015622506.1_cds_XP_016225321.1_5512	gene-IR01_05019
lcl|NW_015622506.1_cds_XP_016225322.1_5513	gene-IR01_05020
lcl|NW_015622506.1_cds_XP_016225323.1_5514	gene-IR01_05021
lcl|NW_015622506.1_cds_XP_016225324.1_5515	gene-IR01_05022
lcl|NW_015622506.1_cds_XP_016225325.1_5516	gene-IR01_05023
lcl|NW_015622506.1_cds_XP_016225326.1_5517	gene-IR01_05024
lcl|NW_015622506.1_cds_XP_016225327.1_5518	gene-IR01_05025
lcl|NW_015622506.1_cds_XP_016225328.1_5519	gene-IR01_05026
lcl|NW_015622506.1_cds_XP_016225329.1_5520	gene-IR01_05027
lcl|NW_015622506.1_cds_XP_016225330.1_5521	gene-IR01_05028
lcl|NW_015622506.1_cds_XP_016225331.1_5522	gene-IR01_05029
lcl|NW_015622506.1_cds_XP_016225332.1_5523	gene-IR01_05030
lcl|NW_015622506.1_cds_XP_016225333.1_5524	gene-IR01_05031
lcl|NW_015622506.1_cds_XP_016225334.1_5525	gene-IR01_05032
lcl|NW_015622506.1_cds_XP_016225335.1_5526	gene-IR01_05033
lcl|NW_015622506.1_cds_XP_016225336.1_5527	gene-IR01_05034
lcl|NW_015622506.1_cds_XP_016225337.1_5528	gene-IR01_05035
lcl|NW_015622506.1_cds_XP_016225338.1_5529	gene-IR01_05036
lcl|NW_015622506.1_cds_XP_016225339.1_5530	gene-IR01_05037
lcl|NW_015622506.1_cds_XP_016225340.1_5531	gene-IR01_05038
lcl|NW_015622506.1_cds_XP_016225342.1_5533	gene-IR01_05039
lcl|NW_015622506.1_cds_XP_016225344.1_5535	gene-IR01_05040
lcl|NW_015622506.1_cds_XP_016225345.1_5536	gene-IR01_05041
lcl|NW_015622506.1_cds_XP_016225346.1_5537	gene-IR01_05042
lcl|NW_015622506.1_cds_XP_016225347.1_5538	gene-IR01_05043
lcl|NW_015622506.1_cds_XP_016225348.1_5539	gene-IR01_05044
lcl|NW_015622506.1_cds_XP_016225349.1_5540	gene-IR01_05045
lcl|NW_015622506.1_cds_XP_016225350.1_5541	gene-IR01_05046
lcl|NW_015622506.1_cds_XP_016225351.1_5542	gene-IR01_05047
lcl|NW_015622506.1_cds_XP_016225352.1_5543	gene-IR01_05048
lcl|NW_015622506.1_cds_XP_016225353.1_5544	gene-IR01_05049
lcl|NW_015622506.1_cds_XP_016225354.1_5545	gene-IR01_05050
lcl|NW_015622506.1_cds_XP_016225355.1_5546	gene-IR01_05051
lcl|NW_015622506.1_cds_XP_016225356.1_5547	gene-IR01_05052
lcl|NW_015622506.1_cds_XP_016225357.1_5548	gene-IR01_05053
lcl|NW_015622506.1_cds_XP_016225358.1_5549	gene-IR01_05054
lcl|NW_015622506.1_cds_XP_016225359.1_5550	gene-IR01_05055
lcl|NW_015622506.1_cds_XP_016225360.1_5551	gene-IR01_05056
lcl|NW_015622506.1_cds_XP_016225361.1_5552	gene-IR01_05057
lcl|NW_015622506.1_cds_XP_016225362.1_5553	gene-IR01_05058
lcl|NW_015622506.1_cds_XP_016225363.1_5554	gene-IR01_05059
lcl|NW_015622506.1_cds_XP_016225364.1_5555	gene-IR01_05060
lcl|NW_015622506.1_cds_XP_016225365.1_5556	gene-IR01_05061
lcl|NW_015622506.1_cds_XP_016225366.1_5557	gene-IR01_05062
lcl|NW_015622506.1_cds_XP_016225367.1_5558	gene-IR01_05063
lcl|NW_015622506.1_cds_XP_016225368.1_5559	gene-IR01_05064
lcl|NW_015622506.1_cds_XP_016225369.1_5560	gene-IR01_05065
lcl|NW_015622506.1_cds_XP_016225370.1_5561	gene-IR01_05066
lcl|NW_015622506.1_cds_XP_016225371.1_5562	gene-IR01_05067
lcl|NW_015622506.1_cds_XP_016225372.1_5563	gene-IR01_05068
lcl|NW_015622506.1_cds_XP_016225373.1_5564	gene-IR01_05069
lcl|NW_015622506.1_cds_XP_016225374.1_5565	gene-IR01_05070
lcl|NW_015622506.1_cds_XP_016225375.1_5566	gene-IR01_05071
lcl|NW_015622506.1_cds_XP_016225376.1_5567	gene-IR01_05072
lcl|NW_015622506.1_cds_XP_016225377.1_5568	gene-IR01_05073
lcl|NW_015622506.1_cds_XP_016225378.1_5569	gene-IR01_05074
lcl|NW_015622506.1_cds_XP_016225380.1_5570	gene-IR01_05075
lcl|NW_015622506.1_cds_XP_016225379.1_5571	gene-IR01_05076
lcl|NW_015622506.1_cds_XP_016225382.1_5572	gene-IR01_05077
lcl|NW_015622506.1_cds_XP_016225381.1_5573	gene-IR01_05078
lcl|NW_015622506.1_cds_XP_016225383.1_5574	gene-IR01_05079
lcl|NW_015622506.1_cds_XP_016225384.1_5575	gene-IR01_05080
lcl|NW_015622506.1_cds_XP_016225385.1_5576	gene-IR01_05081
lcl|NW_015622506.1_cds_XP_016225386.1_5577	gene-IR01_05082
lcl|NW_015622506.1_cds_XP_016225387.1_5578	gene-IR01_05083
lcl|NW_015622506.1_cds_XP_016225388.1_5579	gene-IR01_05084
lcl|NW_015622506.1_cds_XP_016225389.1_5580	gene-IR01_05085
lcl|NW_015622506.1_cds_XP_016225390.1_5581	gene-IR01_05086
lcl|NW_015622506.1_cds_XP_016225391.1_5582	gene-IR01_05087
lcl|NW_015622506.1_cds_XP_016225392.1_5583	gene-IR01_05088
lcl|NW_015622506.1_cds_XP_016225393.1_5584	gene-IR01_05089
lcl|NW_015622506.1_cds_XP_016225394.1_5585	gene-IR01_05090
lcl|NW_015622506.1_cds_XP_016225395.1_5586	gene-IR01_05091
lcl|NW_015622506.1_cds_XP_016225396.1_5587	gene-IR01_05092
lcl|NW_015622506.1_cds_XP_016225397.1_5588	gene-IR01_05093
lcl|NW_015622506.1_cds_XP_016225398.1_5589	gene-IR01_05094
lcl|NW_015622506.1_cds_XP_016225399.1_5590	gene-IR01_05095
lcl|NW_015622506.1_cds_XP_016225400.1_5591	gene-IR01_05096
lcl|NW_015622506.1_cds_XP_016225401.1_5592	gene-IR01_05097
lcl|NW_015622506.1_cds_XP_016225402.1_5593	gene-IR01_05098
lcl|NW_015622506.1_cds_XP_016225403.1_5594	gene-IR01_05099
lcl|NW_015622506.1_cds_XP_016225404.1_5595	gene-IR01_05100
lcl|NW_015622506.1_cds_XP_016225406.1_5597	gene-IR01_05101
lcl|NW_015622506.1_cds_XP_016225407.1_5598	gene-IR01_05102
lcl|NW_015622506.1_cds_XP_016225408.1_5599	gene-IR01_05103
lcl|NW_015622506.1_cds_XP_016225409.1_5600	gene-IR01_05104
lcl|NW_015622506.1_cds_XP_016225410.1_5601	gene-IR01_05105
lcl|NW_015622506.1_cds_XP_016225411.1_5602	gene-IR01_05106
lcl|NW_015622506.1_cds_XP_016225412.1_5603	gene-IR01_05107
lcl|NW_015622506.1_cds_XP_016225413.1_5604	gene-IR01_05108
lcl|NW_015622506.1_cds_XP_016225414.1_5605	gene-IR01_05109
lcl|NW_015622506.1_cds_XP_016225415.1_5606	gene-IR01_05110
lcl|NW_015622506.1_cds_XP_016225416.1_5607	gene-IR01_05111
lcl|NW_015622506.1_cds_XP_016225417.1_5608	gene-IR01_05112
lcl|NW_015622506.1_cds_XP_016225418.1_5609	gene-IR01_05113
lcl|NW_015622506.1_cds_XP_016225419.1_5610	gene-IR01_05114
lcl|NW_015622506.1_cds_XP_016225420.1_5611	gene-IR01_05115
lcl|NW_015622506.1_cds_XP_016225421.1_5612	gene-IR01_05116
lcl|NW_015622506.1_cds_XP_016225422.1_5613	gene-IR01_05117
lcl|NW_015622506.1_cds_XP_016225423.1_5614	gene-IR01_05118
lcl|NW_015622506.1_cds_XP_016225424.1_5615	gene-IR01_05119
lcl|NW_015622506.1_cds_XP_016225425.1_5616	gene-IR01_05120
lcl|NW_015622506.1_cds_XP_016225426.1_5617	gene-IR01_05121
lcl|NW_015622506.1_cds_XP_016225427.1_5618	gene-IR01_05122
lcl|NW_015622506.1_cds_XP_016225428.1_5619	gene-IR01_05123
lcl|NW_015622506.1_cds_XP_016225429.1_5620	gene-IR01_05124
lcl|NW_015622506.1_cds_XP_016225430.1_5621	gene-IR01_05125
lcl|NW_015622506.1_cds_XP_016225431.1_5622	gene-IR01_05126
lcl|NW_015622506.1_cds_XP_016225432.1_5623	gene-IR01_05127
lcl|NW_015622506.1_cds_XP_016225433.1_5624	gene-IR01_05128
lcl|NW_015622506.1_cds_XP_016225434.1_5625	gene-IR01_05129
lcl|NW_015622506.1_cds_XP_016225435.1_5626	gene-IR01_05130
lcl|NW_015622506.1_cds_XP_016225436.1_5627	gene-IR01_05131
lcl|NW_015622506.1_cds_XP_016225437.1_5628	gene-IR01_05132
lcl|NW_015622506.1_cds_XP_016225439.1_5630	gene-IR01_05133
lcl|NW_015622506.1_cds_XP_016225440.1_5631	gene-IR01_05134
lcl|NW_015622506.1_cds_XP_016225441.1_5632	gene-IR01_05135
lcl|NW_015622506.1_cds_XP_016225442.1_5633	gene-IR01_05136
lcl|NW_015622506.1_cds_XP_016225443.1_5634	gene-IR01_05137
lcl|NW_015622506.1_cds_XP_016225445.1_5635	gene-IR01_05138
lcl|NW_015622506.1_cds_XP_016225444.1_5636	gene-IR01_05139
lcl|NW_015622506.1_cds_XP_016225446.1_5637	gene-IR01_05140
lcl|NW_015622506.1_cds_XP_016225447.1_5638	gene-IR01_05141
lcl|NW_015622506.1_cds_XP_016225448.1_5639	gene-IR01_05142
lcl|NW_015622506.1_cds_XP_016225449.1_5640	gene-IR01_05143
lcl|NW_015622506.1_cds_XP_016225450.1_5641	gene-IR01_05144
lcl|NW_015622506.1_cds_XP_016225451.1_5642	gene-IR01_05145
lcl|NW_015622506.1_cds_XP_016225452.1_5643	gene-IR01_05146
lcl|NW_015622506.1_cds_XP_016225453.1_5644	gene-IR01_05147
lcl|NW_015622506.1_cds_XP_016225454.1_5645	gene-IR01_05148
lcl|NW_015622506.1_cds_XP_016225455.1_5646	gene-IR01_05149
lcl|NW_015622506.1_cds_XP_016225456.1_5647	gene-IR01_05150
lcl|NW_015622506.1_cds_XP_016225457.1_5648	gene-IR01_05151
lcl|NW_015622506.1_cds_XP_016225458.1_5649	gene-IR01_05152
lcl|NW_015622506.1_cds_XP_016225459.1_5650	gene-IR01_05153
lcl|NW_015622506.1_cds_XP_016225460.1_5651	gene-IR01_05154
lcl|NW_015622506.1_cds_XP_016225461.1_5652	gene-IR01_05155
lcl|NW_015622506.1_cds_XP_016225462.1_5653	gene-IR01_05156
lcl|NW_015622506.1_cds_XP_016225463.1_5654	gene-IR01_05157
lcl|NW_015622506.1_cds_XP_016225464.1_5655	gene-IR01_05158
lcl|NW_015622506.1_cds_XP_016225465.1_5656	gene-IR01_05159
lcl|NW_015622506.1_cds_XP_016225466.1_5657	gene-IR01_05160
lcl|NW_015622506.1_cds_XP_016225467.1_5658	gene-IR01_05161
lcl|NW_015622506.1_cds_XP_016225468.1_5659	gene-IR01_05162
lcl|NW_015622506.1_cds_XP_016225469.1_5660	gene-IR01_05163
lcl|NW_015622506.1_cds_XP_016225472.1_5663	gene-IR01_05164
lcl|NW_015622506.1_cds_XP_016225473.1_5664	gene-IR01_05165
lcl|NW_015622506.1_cds_XP_016225474.1_5665	gene-IR01_05166
lcl|NW_015622506.1_cds_XP_016225475.1_5666	gene-IR01_05167
lcl|NW_015622506.1_cds_XP_016225477.1_5668	gene-IR01_05168
lcl|NW_015622506.1_cds_XP_016225479.1_5670	gene-IR01_05169
lcl|NW_015622506.1_cds_XP_016225481.1_5672	gene-IR01_05170
lcl|NW_015622506.1_cds_XP_016225482.1_5673	gene-IR01_05171
lcl|NW_015622506.1_cds_XP_016225483.1_5674	gene-IR01_05172
lcl|NW_015622506.1_cds_XP_016225484.1_5675	gene-IR01_05173
lcl|NW_015622506.1_cds_XP_016225485.1_5676	gene-IR01_05174
lcl|NW_015622506.1_cds_XP_016225486.1_5677	gene-IR01_05175
lcl|NW_015622506.1_cds_XP_016225487.1_5678	gene-IR01_05176
lcl|NW_015622506.1_cds_XP_016225488.1_5679	gene-IR01_05177
lcl|NW_015622506.1_cds_XP_016225489.1_5680	gene-IR01_05178
lcl|NW_015622506.1_cds_XP_016225490.1_5681	gene-IR01_05179
lcl|NW_015622506.1_cds_XP_016225491.1_5682	gene-IR01_05180
lcl|NW_015622506.1_cds_XP_016225492.1_5683	gene-IR01_05181
lcl|NW_015622506.1_cds_XP_016225493.1_5684	gene-IR01_05182
lcl|NW_015622506.1_cds_XP_016225494.1_5685	gene-IR01_05183
lcl|NW_015622506.1_cds_XP_016225495.1_5686	gene-IR01_05184
lcl|NW_015622506.1_cds_XP_016225499.1_5693	gene-IR01_05185
lcl|NW_015622506.1_cds_XP_016225503.1_5694	gene-IR01_05186
lcl|NW_015622506.1_cds_XP_016225504.1_5695	gene-IR01_05187
lcl|NW_015622506.1_cds_XP_016225505.1_5696	gene-IR01_05188
lcl|NW_015622506.1_cds_XP_016225506.1_5697	gene-IR01_05189
lcl|NW_015622506.1_cds_XP_016225507.1_5698	gene-IR01_05190
lcl|NW_015622506.1_cds_XP_016225508.1_5699	gene-IR01_05191
lcl|NW_015622506.1_cds_XP_016225509.1_5700	gene-IR01_05192
lcl|NW_015622506.1_cds_XP_016225510.1_5701	gene-IR01_05193
lcl|NW_015622506.1_cds_XP_016225511.1_5702	gene-IR01_05194
lcl|NW_015622506.1_cds_XP_016225512.1_5703	gene-IR01_05195
lcl|NW_015622506.1_cds_XP_016225513.1_5704	gene-IR01_05196
lcl|NW_015622506.1_cds_XP_016225514.1_5705	gene-IR01_05197
lcl|NW_015622506.1_cds_XP_016225515.1_5706	gene-IR01_05198
lcl|NW_015622506.1_cds_XP_016225516.1_5707	gene-IR01_05199
lcl|NW_015622506.1_cds_XP_016225518.1_5709	gene-IR01_05200
lcl|NW_015622506.1_cds_XP_016225519.1_5710	gene-IR01_05201
lcl|NW_015622506.1_cds_XP_016225520.1_5711	gene-IR01_05202
lcl|NW_015622506.1_cds_XP_016225521.1_5712	gene-IR01_05203
lcl|NW_015622506.1_cds_XP_016225522.1_5713	gene-IR01_05204
lcl|NW_015622506.1_cds_XP_016225523.1_5714	gene-IR01_05205
lcl|NW_015622506.1_cds_XP_016225524.1_5715	gene-IR01_05206
lcl|NW_015622506.1_cds_XP_016225525.1_5716	gene-IR01_05207
lcl|NW_015622506.1_cds_XP_016225526.1_5717	gene-IR01_05208
lcl|NW_015622506.1_cds_XP_016225527.1_5718	gene-IR01_05209
lcl|NW_015622506.1_cds_XP_016225528.1_5719	gene-IR01_05210
lcl|NW_015622506.1_cds_XP_016225529.1_5720	gene-IR01_05211
lcl|NW_015622506.1_cds_XP_016225530.1_5721	gene-IR01_05212
lcl|NW_015622506.1_cds_XP_016225532.1_5722	gene-IR01_05213
lcl|NW_015622506.1_cds_XP_016225531.1_5723	gene-IR01_05214
lcl|NW_015622506.1_cds_XP_016225533.1_5724	gene-IR01_05215
lcl|NW_015622506.1_cds_XP_016225534.1_5725	gene-IR01_05216
lcl|NW_015622506.1_cds_XP_016225535.1_5726	gene-IR01_05217
lcl|NW_015622506.1_cds_XP_016225536.1_5727	gene-IR01_05218
lcl|NW_015622506.1_cds_XP_016225537.1_5728	gene-IR01_05219
lcl|NW_015622506.1_cds_XP_016225538.1_5729	gene-IR01_05220
lcl|NW_015622506.1_cds_XP_016225539.1_5730	gene-IR01_05221
lcl|NW_015622506.1_cds_XP_016225541.1_5732	gene-IR01_05222
lcl|NW_015622506.1_cds_XP_016225542.1_5733	gene-IR01_05223
lcl|NW_015622506.1_cds_XP_016225543.1_5734	gene-IR01_05224
lcl|NW_015622506.1_cds_XP_016225544.1_5735	gene-IR01_05225
lcl|NW_015622506.1_cds_XP_016225545.1_5736	gene-IR01_05226
lcl|NW_015622506.1_cds_XP_016225546.1_5737	gene-IR01_05227
lcl|NW_015622506.1_cds_XP_016225547.1_5738	gene-IR01_05228
lcl|NW_015622506.1_cds_XP_016225548.1_5739	gene-IR01_05229
lcl|NW_015622506.1_cds_XP_016225549.1_5740	gene-IR01_05230
lcl|NW_015622506.1_cds_XP_016225550.1_5741	gene-IR01_05231
lcl|NW_015622506.1_cds_XP_016225551.1_5742	gene-IR01_05232
lcl|NW_015622506.1_cds_XP_016225552.1_5743	gene-IR01_05233
lcl|NW_015622506.1_cds_XP_016225553.1_5744	gene-IR01_05234
lcl|NW_015622506.1_cds_XP_016225554.1_5745	gene-IR01_05235
lcl|NW_015622506.1_cds_XP_016225555.1_5746	gene-IR01_05236
lcl|NW_015622506.1_cds_XP_016225556.1_5747	gene-IR01_05237
lcl|NW_015622506.1_cds_XP_016225557.1_5748	gene-IR01_05238
lcl|NW_015622506.1_cds_XP_016225558.1_5749	gene-IR01_05239
lcl|NW_015622506.1_cds_XP_016225559.1_5750	gene-IR01_05240
lcl|NW_015622506.1_cds_XP_016225560.1_5751	gene-IR01_05241
lcl|NW_015622506.1_cds_XP_016225561.1_5752	gene-IR01_05242
lcl|NW_015622506.1_cds_XP_016225562.1_5753	gene-IR01_05243
lcl|NW_015622506.1_cds_XP_016225563.1_5754	gene-IR01_05244
lcl|NW_015622506.1_cds_XP_016225564.1_5755	gene-IR01_05245
