pretty_id	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id.x	ips_ipr	ips_ipr_desc	ips_go	ips_pathway	protein_id.y	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-IR01_05300	lcl|NW_015622506.1_cds_XP_016225621.1_5812	66.6487327448148	-1.52079286788636	0.543816809560408	-2.79651684381674	0.00516567182615874	0.0435843998994854	NW_015622506.1_cds_XP_016225621.1_5812					NW_015622506.1_cds_XP_016225621.1_5812	470704.XP_007756159.1	0	1006	COG1953@1|root,KOG2466@2759|Eukaryota,38GBM@33154|Opisthokonta,3NUT9@4751|Fungi,3QM9T@4890|Ascomycota,20MGI@147545|Eurotiomycetes,3MVQ9@451870|Chaetothyriomycetidae	4751|Fungi	FH	Permease for cytosine/purines, uracil, thiamine, allantoin				ko:K03457					ko00000	2.A.39			Transp_cyt_pur
gene-IR01_05346	lcl|NW_015622506.1_cds_XP_016225707.1_5900	2268.43385061763	1.12896369908749	0.303519307196824	3.7195778730326	0.000199556015400497	0.00374858299698471	NW_015622506.1_cds_XP_016225707.1_5900					NW_015622506.1_cds_XP_016225707.1_5900	293227.XP_008721583.1	9.47e-280	790	COG2132@1|root,KOG1263@2759|Eukaryota,39Y4Z@33154|Opisthokonta,3NWJB@4751|Fungi,3QQTY@4890|Ascomycota,20F7K@147545|Eurotiomycetes,3MRDC@451870|Chaetothyriomycetidae	4751|Fungi	Q	Belongs to the multicopper oxidase family													Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3
gene-IR01_05351	lcl|NW_015622507.1_cds_XP_016222234.1_5920	36.1476433580588	-1.70926620784616	0.487114628213737	-3.50896094850217	0.000449860952220806	0.00681730772806955	NW_015622507.1_cds_XP_016222234.1_5920					NW_015622507.1_cds_XP_016222234.1_5920	1182553.XP_007739467.1	3.09e-229	637	COG0022@1|root,KOG0525@2759|Eukaryota,38BVR@33154|Opisthokonta,3NV7X@4751|Fungi,3QM8Z@4890|Ascomycota,20CPI@147545|Eurotiomycetes,3MQX1@451870|Chaetothyriomycetidae	4751|Fungi	C	2-oxoisovalerate dehydrogenase E1 component, beta subunit			1.2.4.4	ko:K00167	ko00280,ko00640,ko01100,ko01110,ko01130,map00280,map00640,map01100,map01110,map01130	M00036	R07599,R07600,R07601,R07602,R07603,R07604,R10996,R10997	RC00027,RC00627,RC02743,RC02883,RC02949,RC02953	br01601,ko00000,ko00001,ko00002,ko01000				Transket_pyr,Transketolase_C
gene-IR01_05361	lcl|NW_015622507.1_cds_XP_016222244.1_5930	1040.01876619307	-0.705945855553535	0.250932038472807	-2.81329502541795	0.00490366379591817	0.0419535680317443	NW_015622507.1_cds_XP_016222244.1_5930					NW_015622507.1_cds_XP_016222244.1_5930	86049.XP_008727296.1	1.17e-204	572	COG0440@1|root,KOG2663@2759|Eukaryota,38EH4@33154|Opisthokonta,3NUVU@4751|Fungi,3QJZC@4890|Ascomycota,20E9K@147545|Eurotiomycetes,3MQ14@451870|Chaetothyriomycetidae	4751|Fungi	E	Acetolactate synthase I III small subunit	ILV6	GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006551,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009098,GO:0009099,GO:0009295,GO:0009987,GO:0016053,GO:0019752,GO:0030234,GO:0031974,GO:0032991,GO:0042645,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0050790,GO:0065007,GO:0065009,GO:0070013,GO:0071704,GO:0098772,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234,GO:1990610	2.2.1.6	ko:K01653	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000				ACT,ALS_ss_C
gene-IR01_05364	lcl|NW_015622507.1_cds_XP_016222247.1_5933	601.151154161554	1.59041608934196	0.241141279678493	6.59537052910401	4.24195084945281e-11	6.47427748397734e-09	NW_015622507.1_cds_XP_016222247.1_5933					NW_015622507.1_cds_XP_016222247.1_5933	1182553.XP_007738835.1	1.98e-253	716	KOG4231@1|root,KOG4231@2759|Eukaryota,38GTS@33154|Opisthokonta,3NZ7Q@4751|Fungi,3QMQY@4890|Ascomycota,20CXN@147545|Eurotiomycetes,3MQQ4@451870|Chaetothyriomycetidae	4751|Fungi	I	Patatin-like phospholipase			2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000				Patatin
gene-IR01_05374	lcl|NW_015622507.1_cds_XP_016222259.1_5945	339.196301226825	-1.24744449615504	0.26878893308401	-4.64098161275542	3.46757983373818e-06	0.00013849254597645	NW_015622507.1_cds_XP_016222259.1_5945					NW_015622507.1_cds_XP_016222259.1_5945	1182553.XP_007743245.1	1.02e-244	680	COG1932@1|root,KOG2790@2759|Eukaryota,38B9C@33154|Opisthokonta,3NUNH@4751|Fungi,3QMYX@4890|Ascomycota,20B0Y@147545|Eurotiomycetes,3MU08@451870|Chaetothyriomycetidae	4751|Fungi	E	Phosphoserine aminotransferase	SER1	GO:0003674,GO:0003824,GO:0004648,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006144,GO:0006520,GO:0006563,GO:0006564,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009112,GO:0009113,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042440,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046112,GO:0046148,GO:0046394,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.6.1.52	ko:K00831	ko00260,ko00680,ko00750,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map00750,map01100,map01120,map01130,map01200,map01230	M00020,M00124	R04173,R05085	RC00006,RC00036	ko00000,ko00001,ko00002,ko01000,ko01007				Aminotran_5
gene-IR01_05384	lcl|NW_015622507.1_cds_XP_016222269.1_5955	91.7345074908638	-2.69134603383205	0.532700915349749	-5.05226470666947	4.36602039756889e-07	2.40750815084008e-05	NW_015622507.1_cds_XP_016222269.1_5955					NW_015622507.1_cds_XP_016222269.1_5955	5970.XP_009157838.1	3.11e-91	275	2CZ8K@1|root,2S92W@2759|Eukaryota,3A2YI@33154|Opisthokonta,3P4WW@4751|Fungi,3QVSR@4890|Ascomycota,20H5Y@147545|Eurotiomycetes,3MWUZ@451870|Chaetothyriomycetidae	4751|Fungi	S	Expression library immunization antigen 1													
gene-IR01_05386	lcl|NW_015622507.1_cds_XP_016222271.1_5957	436.272724509914	-2.27978024997121	0.447247352590703	-5.09735884799645	3.44425053013861e-07	1.97570532087884e-05	NW_015622507.1_cds_XP_016222271.1_5957					NW_015622507.1_cds_XP_016222271.1_5957	43229.XP_007727406.1	4.63e-293	823	KOG0039@1|root,KOG0039@2759|Eukaryota,38FB9@33154|Opisthokonta,3NWU6@4751|Fungi,3QPZ8@4890|Ascomycota,20AFK@147545|Eurotiomycetes,3MRXC@451870|Chaetothyriomycetidae	4751|Fungi	PQ	FAD-binding domain	FRP1	GO:0000041,GO:0000166,GO:0000293,GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006825,GO:0006826,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0009987,GO:0015677,GO:0015688,GO:0015891,GO:0016020,GO:0016021,GO:0016491,GO:0016722,GO:0016723,GO:0019725,GO:0030001,GO:0030003,GO:0031224,GO:0034220,GO:0034755,GO:0036094,GO:0042592,GO:0043167,GO:0043168,GO:0043169,GO:0044425,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048037,GO:0048878,GO:0050660,GO:0050662,GO:0050801,GO:0051179,GO:0051181,GO:0051234,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0055114,GO:0065007,GO:0065008,GO:0071944,GO:0097159,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:1901265,GO:1901363,GO:1901678											FAD_binding_8,Ferric_reduct,NAD_binding_6
gene-IR01_05388	lcl|NW_015622507.1_cds_XP_016222273.1_5959	4146.7334130653	1.22623606450389	0.406492573949048	3.01662599292057	0.00255604969620303	0.0260785603906275	NW_015622507.1_cds_XP_016222273.1_5959					NW_015622507.1_cds_XP_016222273.1_5959	1182553.XP_007750089.1	1.61e-185	525	COG0451@1|root,KOG1502@2759|Eukaryota,39U44@33154|Opisthokonta,3NZUS@4751|Fungi,3QP2D@4890|Ascomycota,20HJN@147545|Eurotiomycetes	4751|Fungi	V	3-beta hydroxysteroid dehydrogenase/isomerase family													Epimerase
gene-IR01_05394	lcl|NW_015622507.1_cds_XP_016222279.1_5965	332.709515153376	-2.40399322726502	0.610818413618363	-3.93569213643095	8.2957263298779e-05	0.00196408789311541	NW_015622507.1_cds_XP_016222279.1_5965					NW_015622507.1_cds_XP_016222279.1_5965	86049.XP_008727513.1	2.85e-68	207	2CEVX@1|root,2S3HA@2759|Eukaryota,3A42G@33154|Opisthokonta,3P45J@4751|Fungi,3QW9D@4890|Ascomycota,20HNB@147545|Eurotiomycetes,3MX44@451870|Chaetothyriomycetidae	4751|Fungi	S	Protein of unknown function (DUF861)													Cupin_3,EutQ
gene-IR01_05429	lcl|NW_015622507.1_cds_XP_016222315.1_6001	64.633366531845	1.48301604022499	0.453535344946824	3.2699017987206	0.00107584825990293	0.0133846798797531	NW_015622507.1_cds_XP_016222315.1_6001					NW_015622507.1_cds_XP_016222315.1_6001	5970.XP_009160914.1	3.19e-219	625	COG2124@1|root,KOG0158@2759|Eukaryota,39TTK@33154|Opisthokonta,3NWG9@4751|Fungi,3QPT8@4890|Ascomycota,20FJV@147545|Eurotiomycetes,3MUZ9@451870|Chaetothyriomycetidae	4751|Fungi	Q	cytochrome p450													p450
gene-IR01_05432	lcl|NW_015622507.1_cds_XP_016222318.1_6004	146.006338826652	-0.841049076319365	0.251182084280185	-3.34836411095786	0.000812901346578201	0.010755213326941	NW_015622507.1_cds_XP_016222318.1_6004					NW_015622507.1_cds_XP_016222318.1_6004	43228.XP_007736265.1	1.65e-111	337	KOG4157@1|root,KOG4157@2759|Eukaryota,39YV6@33154|Opisthokonta,3P1ZQ@4751|Fungi,3QW81@4890|Ascomycota,20GQH@147545|Eurotiomycetes,3MTHZ@451870|Chaetothyriomycetidae	4751|Fungi	GO	WSC domain	WSC4	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006605,GO:0006612,GO:0006810,GO:0006886,GO:0006950,GO:0008104,GO:0008150,GO:0008565,GO:0009266,GO:0009408,GO:0009628,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0031984,GO:0033036,GO:0033365,GO:0034613,GO:0042175,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045047,GO:0045184,GO:0046907,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0070972,GO:0071702,GO:0071705,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0098827		ko:K11244	ko04011,ko04139,map04011,map04139				ko00000,ko00001				WSC
gene-IR01_05441	lcl|NW_015622507.1_cds_XP_016222327.1_6013	13646.9353277331	-2.10716824167677	0.355475210582987	-5.92775017481802	3.07113250913235e-09	3.25106080578224e-07	NW_015622507.1_cds_XP_016222327.1_6013					NW_015622507.1_cds_XP_016222327.1_6013	43229.XP_007725649.1	9.93e-207	584	KOG3378@1|root,KOG3378@2759|Eukaryota,39SRH@33154|Opisthokonta,3NWBB@4751|Fungi,3QPQU@4890|Ascomycota,20MEH@147545|Eurotiomycetes	4751|Fungi	C	Belongs to the globin family	YHB1	GO:0000166,GO:0001505,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008941,GO:0009056,GO:0009405,GO:0009605,GO:0009607,GO:0009636,GO:0009987,GO:0010033,GO:0010494,GO:0016491,GO:0016661,GO:0016662,GO:0016705,GO:0016708,GO:0016966,GO:0017144,GO:0030447,GO:0031974,GO:0032991,GO:0033554,GO:0034599,GO:0034641,GO:0035770,GO:0035966,GO:0035967,GO:0036094,GO:0036464,GO:0040007,GO:0042133,GO:0042135,GO:0042221,GO:0042737,GO:0043167,GO:0043168,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044182,GO:0044237,GO:0044248,GO:0044270,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046209,GO:0046210,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051213,GO:0051409,GO:0051410,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051788,GO:0052173,GO:0052200,GO:0052551,GO:0052564,GO:0052565,GO:0052572,GO:0055114,GO:0065007,GO:0065008,GO:0070013,GO:0070458,GO:0070887,GO:0071218,GO:0071310,GO:0071500,GO:0071949,GO:0072593,GO:0075136,GO:0097159,GO:0097237,GO:0098754,GO:1901265,GO:1901363,GO:1901698,GO:1901699,GO:1902170,GO:1990748,GO:1990904,GO:2001057	1.14.12.17,2.7.11.22	ko:K04563,ko:K05916	ko04011,ko04111,ko04113,ko05132,map04011,map04111,map04113,map05132	M00692,M00693			ko00000,ko00001,ko00002,ko01000,ko03019				FAD_binding_6,Globin,NAD_binding_1
gene-IR01_05446	lcl|NW_015622507.1_cds_XP_016222332.1_6018	134.104788314321	-0.916179102832818	0.281399000322433	-3.25580084429242	0.00113073034374876	0.0139339269440546	NW_015622507.1_cds_XP_016222332.1_6018					NW_015622507.1_cds_XP_016222332.1_6018	43229.XP_007727734.1	2.53e-200	561	COG3774@1|root,2QW2I@2759|Eukaryota,39T08@33154|Opisthokonta,3NUUF@4751|Fungi,3QK4V@4890|Ascomycota,20BIV@147545|Eurotiomycetes,3MSE5@451870|Chaetothyriomycetidae	4751|Fungi	G	Alpha 1,6-mannosyltransferase	och1	GO:0000009,GO:0000030,GO:0000032,GO:0000136,GO:0000137,GO:0000139,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005975,GO:0005976,GO:0006056,GO:0006057,GO:0006080,GO:0006491,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0019538,GO:0030173,GO:0031090,GO:0031224,GO:0031228,GO:0031300,GO:0031301,GO:0031501,GO:0031506,GO:0031984,GO:0031985,GO:0032991,GO:0034645,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0070085,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0097502,GO:0098588,GO:0098791,GO:0098796,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1990234	2.4.1.232	ko:K05528,ko:K05534	ko00513,ko01100,map00513,map01100	M00074	R08599		ko00000,ko00001,ko00002,ko01000,ko01003		GT32		Gly_transf_sug
gene-IR01_05468	lcl|NW_015622507.1_cds_XP_016222363.1_6049	699.806411914602	-1.88427264285801	0.364466782972546	-5.16994341017889	2.34164892915326e-07	1.45029517372992e-05	NW_015622507.1_cds_XP_016222363.1_6049					NW_015622507.1_cds_XP_016222363.1_6049	86049.XP_008727831.1	1.61e-176	495	COG4586@1|root,KOG2355@2759|Eukaryota,38IHY@33154|Opisthokonta,3NV4A@4751|Fungi,3QM1J@4890|Ascomycota,20CUC@147545|Eurotiomycetes,3MUVN@451870|Chaetothyriomycetidae	4751|Fungi	Q	ABC transporter	CAF16	GO:0000166,GO:0000288,GO:0000289,GO:0000956,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006352,GO:0006354,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006368,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009889,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019439,GO:0030014,GO:0030015,GO:0030554,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:1901265,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901575,GO:1901576,GO:1903506,GO:2000112,GO:2001141		ko:K12608	ko03018,map03018				ko00000,ko00001,ko03019				ABC_tran
gene-IR01_05479	lcl|NW_015622507.1_cds_XP_016222374.1_6060	1206.76680661496	1.00565700388573	0.277783852172251	3.62028604622465	0.00029427750371443	0.00495328582787608	NW_015622507.1_cds_XP_016222374.1_6060					NW_015622507.1_cds_XP_016222374.1_6060	1182553.XP_007743301.1	9e-121	353	2DC0Y@1|root,2S5J2@2759|Eukaryota,3A0ZQ@33154|Opisthokonta,3P6B0@4751|Fungi,3QVVU@4890|Ascomycota,20FFS@147545|Eurotiomycetes,3MUW3@451870|Chaetothyriomycetidae	4751|Fungi	S	Membrane-associating domain				ko:K12274					ko00000,ko02044	3.A.5.8			MARVEL
gene-IR01_05482	lcl|NW_015622507.1_cds_XP_016222377.1_6063	349.045925984294	-0.821611313609062	0.232507366237656	-3.53370014423224	0.000409785697418103	0.00636806973787732	NW_015622507.1_cds_XP_016222377.1_6063					NW_015622507.1_cds_XP_016222377.1_6063	43228.XP_007736226.1	4.58e-137	409	2E692@1|root,2SCZX@2759|Eukaryota,3A454@33154|Opisthokonta,3P4RN@4751|Fungi,3QU2J@4890|Ascomycota,20HK7@147545|Eurotiomycetes,3MSYF@451870|Chaetothyriomycetidae	4751|Fungi															
gene-IR01_05498	lcl|NW_015622507.1_cds_XP_016222393.1_6079	366.350107936382	-1.30880297431594	0.370974008751655	-3.52801798357822	0.000418683710880108	0.00644772914755367	NW_015622507.1_cds_XP_016222393.1_6079					NW_015622507.1_cds_XP_016222393.1_6079	86049.XP_008727383.1	3.81e-203	564	COG0647@1|root,KOG2882@2759|Eukaryota,38E0U@33154|Opisthokonta,3NUE7@4751|Fungi,3QKE2@4890|Ascomycota,20C74@147545|Eurotiomycetes,3MRPZ@451870|Chaetothyriomycetidae	4751|Fungi	P	4-nitrophenylphosphatase	PHO13	GO:0003674,GO:0003824,GO:0004035,GO:0004721,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005975,GO:0006464,GO:0006470,GO:0006725,GO:0006793,GO:0006796,GO:0006805,GO:0006807,GO:0008150,GO:0008152,GO:0008967,GO:0009056,GO:0009410,GO:0009636,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0018958,GO:0018960,GO:0019336,GO:0019439,GO:0019538,GO:0036211,GO:0042178,GO:0042221,GO:0042578,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044262,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046196,GO:0046838,GO:0050896,GO:0051716,GO:0070887,GO:0071466,GO:0071704,GO:0097237,GO:0098754,GO:0140096,GO:1901360,GO:1901361,GO:1901564,GO:1901575,GO:1901615,GO:1901616,GO:1990748	3.1.3.41	ko:K01101	ko00627,ko01120,map00627,map01120		R03024	RC00151	ko00000,ko00001,ko01000				Hydrolase_6,Hydrolase_like
gene-IR01_05502	lcl|NW_015622507.1_cds_XP_016222398.1_6084	64.8276588308619	1.16057297630173	0.412938065903274	2.81052552944726	0.00494606648462456	0.0422110273055625	NW_015622507.1_cds_XP_016222398.1_6084					NW_015622507.1_cds_XP_016222398.1_6084	1182553.XP_007743386.1	0	1121	28YTW@1|root,2R5MY@2759|Eukaryota,39SNY@33154|Opisthokonta,3NXCN@4751|Fungi,3QMEB@4890|Ascomycota,20ASH@147545|Eurotiomycetes,3MPVZ@451870|Chaetothyriomycetidae	4751|Fungi	S	ML-like domain		GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0009272,GO:0009987,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0032153,GO:0042546,GO:0044085,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071554,GO:0071840,GO:0071852,GO:0071944											TRP,TRP_N
gene-IR01_05510	lcl|NW_015622507.1_cds_XP_016222406.1_6092	165.477351209111	-0.850038600189138	0.300942995110988	-2.82458343938407	0.00473421199993171	0.0408115570637982	NW_015622507.1_cds_XP_016222406.1_6092					NW_015622507.1_cds_XP_016222406.1_6092	1182553.XP_007750108.1	2.13e-163	461	COG1028@1|root,KOG0725@2759|Eukaryota,38H5G@33154|Opisthokonta,3NWE0@4751|Fungi,3QQ0D@4890|Ascomycota,20FA3@147545|Eurotiomycetes,3MRPV@451870|Chaetothyriomycetidae	4751|Fungi	Q	Glucose 1-dehydrogenase													adh_short_C2
gene-IR01_05528	lcl|NW_015622507.1_cds_XP_016222437.1_6123	690.918910681363	1.70058356878396	0.387829703544949	4.38487189928935	1.16054052803063e-05	0.000381505380502991	NW_015622507.1_cds_XP_016222437.1_6123					NW_015622507.1_cds_XP_016222437.1_6123	86049.XP_008727256.1	2.02e-197	562	2B2U6@1|root,2S0DI@2759|Eukaryota,38HNK@33154|Opisthokonta,3NVVM@4751|Fungi,3QNTN@4890|Ascomycota,20FBA@147545|Eurotiomycetes,3MQEY@451870|Chaetothyriomycetidae	4751|Fungi															
gene-IR01_05529	lcl|NW_015622507.1_cds_XP_016222438.1_6124	1021.30635208456	1.71597804441228	0.258212892616457	6.64559397876832	3.01996695109227e-11	4.77993657981216e-09	NW_015622507.1_cds_XP_016222438.1_6124					NW_015622507.1_cds_XP_016222438.1_6124	5970.XP_009158003.1	9.05e-207	573	COG1088@1|root,KOG0747@2759|Eukaryota,39REV@33154|Opisthokonta,3NYQE@4751|Fungi,3QQ5B@4890|Ascomycota,20GJS@147545|Eurotiomycetes,3MQP0@451870|Chaetothyriomycetidae	4751|Fungi	M	UDP-glucose 4-epimerase													Epimerase
gene-IR01_05541	lcl|NW_015622507.1_cds_XP_016222450.1_6136	291.447107409243	-1.39307850967372	0.369301531121423	-3.77219803406579	0.0001618157421791	0.00326959609551954	NW_015622507.1_cds_XP_016222450.1_6136					NW_015622507.1_cds_XP_016222450.1_6136	1182553.XP_007743232.1	1.27e-145	429	2CF3I@1|root,2S6QC@2759|Eukaryota,3A2PT@33154|Opisthokonta,3P3QB@4751|Fungi,3QVYR@4890|Ascomycota,20CGD@147545|Eurotiomycetes,3MRT3@451870|Chaetothyriomycetidae	4751|Fungi	S	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain													Zn_clus
gene-IR01_05559	lcl|NW_015622507.1_cds_XP_016222468.1_6154	32.6188638412633	2.18454543964116	0.52859254658211	4.13275868864681	3.58434990392814e-05	0.000985934136765842	NW_015622507.1_cds_XP_016222468.1_6154					NW_015622507.1_cds_XP_016222468.1_6154	86049.XP_008726743.1	1.21e-108	327	COG0580@1|root,KOG0223@2759|Eukaryota,39U08@33154|Opisthokonta,3P2AM@4751|Fungi,3QU9H@4890|Ascomycota,20SF5@147545|Eurotiomycetes	4751|Fungi	P	Belongs to the MIP aquaporin (TC 1.A.8) family													MIP
gene-IR01_05574	lcl|NW_015622507.1_cds_XP_016222485.1_6171	323.142495404175	-1.03458485406771	0.323505528311699	-3.19804381540855	0.00138363255796472	0.016133570904399	NW_015622507.1_cds_XP_016222485.1_6171					NW_015622507.1_cds_XP_016222485.1_6171	5970.XP_009157927.1	0	1583	COG5657@1|root,KOG1992@2759|Eukaryota,38C02@33154|Opisthokonta,3NVXH@4751|Fungi,3QMKJ@4890|Ascomycota,20BUW@147545|Eurotiomycetes,3MQE4@451870|Chaetothyriomycetidae	4751|Fungi	UY	CAS/CSE protein, C-terminus	CSE1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0005049,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005829,GO:0006606,GO:0006611,GO:0006810,GO:0006886,GO:0006913,GO:0008104,GO:0008150,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0017038,GO:0017076,GO:0019001,GO:0031224,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0033036,GO:0033365,GO:0034399,GO:0034504,GO:0034613,GO:0035639,GO:0036094,GO:0042886,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0051168,GO:0051169,GO:0051170,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070013,GO:0070727,GO:0071702,GO:0071705,GO:0072594,GO:0097159,GO:0097367,GO:0140104,GO:0140142,GO:1901265,GO:1901363		ko:K18423					ko00000,ko03036				CAS_CSE1,Cse1,IBN_N
